 State-gov, Bachelors, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Machine-op-inspct, Black, Male, United-States, <=50K
 ?, HS-grad, Widowed, ?, White, Female, United-States, <=50K
 Private, Masters, Never-married, Exec-managerial, White, Female, United-States, >50K
 Private, Bachelors, Divorced, Exec-managerial, White, Female, Hungary, >50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, United-States, >50K
 Private, HS-grad, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Private, Assoc-voc, Never-married, Prof-specialty, White, Female, Canada, <=50K
 Private, HS-grad, Never-married, Craft-repair, Amer-Indian-Eskimo, Male, United-States, <=50K
 Private, 11th, Divorced, Transport-moving, White, Male, United-States, <=50K
 Local-gov, Some-college, Separated, Protective-serv, White, Male, United-States, >50K
 Private, Some-college, Never-married, Adm-clerical, White, Male, United-States, <=50K
 ?, Assoc-voc, Never-married, ?, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Private, 11th, Married-spouse-absent, Handlers-cleaners, White, Male, Mexico, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, Masters, Never-married, Sales, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, 11th, Never-married, Other-service, Black, Male, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Doctorate, Divorced, Exec-managerial, White, Female, United-States, >50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Masters, Never-married, Exec-managerial, Black, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, Bachelors, Widowed, Exec-managerial, White, Male, United-States, >50K
 Private, Bachelors, Never-married, Prof-specialty, Black, Male, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, 5th-6th, Never-married, Machine-op-inspct, White, Male, Mexico, <=50K
 Private, Assoc-voc, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-spouse-absent, Prof-specialty, White, Female, United-States, >50K
 Private, Some-college, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, 11th, Separated, Machine-op-inspct, Black, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Black, Female, Jamaica, <=50K
 Federal-gov, Some-college, Never-married, Adm-clerical, Black, Male, United-States, <=50K
 Private, Some-college, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Self-emp-not-inc, Prof-school, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, White, Male, United-States, <=50K
 Private, Some-college, Widowed, Prof-specialty, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Male, United-States, >50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Assoc-voc, Never-married, Tech-support, White, Female, United-States, <=50K
 State-gov, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Machine-op-inspct, White, Male, United-States, <=50K
 ?, 9th, Separated, ?, Black, Male, United-States, <=50K
 ?, Masters, Never-married, ?, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Female, United-States, <=50K
 Private, Assoc-voc, Divorced, Adm-clerical, White, Male, United-States, <=50K
 Private, 10th, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
 Federal-gov, Assoc-voc, Divorced, Tech-support, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, 9th, Divorced, Adm-clerical, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Local-gov, Bachelors, Widowed, Prof-specialty, White, Female, United-States, <=50K
 Federal-gov, Some-college, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Male, United-States, >50K
 Private, 12th, Married-spouse-absent, Other-service, Black, Female, United-States, <=50K
 ?, 10th, Divorced, ?, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Adm-clerical, White, Female, Germany, >50K
 Federal-gov, HS-grad, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Male, United-States, >50K
 State-gov, Some-college, Never-married, Protective-serv, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Exec-managerial, Black, Male, Mexico, <=50K
 Self-emp-inc, Some-college, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Self-emp-not-inc, 10th, Never-married, Craft-repair, White, Male, United-States, <=50K
 Self-emp-inc, Some-college, Divorced, Exec-managerial, White, Male, United-States, <=50K
 Private, HS-grad, Widowed, Sales, White, Female, United-States, <=50K
 Private, 12th, Married-spouse-absent, Handlers-cleaners, Other, Male, Dominican-Republic, <=50K
 Local-gov, Bachelors, Never-married, Tech-support, Black, Male, United-States, >50K
 Private, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 ?, Assoc-voc, Divorced, ?, White, Female, France, <=50K
 Self-emp-inc, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Masters, Never-married, Prof-specialty, Black, Male, United-States, <=50K
 Private, Assoc-acdm, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Self-emp-not-inc, 10th, Separated, Machine-op-inspct, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, Prof-school, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, 10th, Never-married, Craft-repair, White, Male, Mexico, <=50K
 Private, HS-grad, Widowed, Craft-repair, White, Female, United-States, <=50K
 Private, Prof-school, Divorced, Exec-managerial, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, Black, Female, United-States, <=50K
 Federal-gov, Assoc-voc, Separated, Adm-clerical, Black, Male, United-States, <=50K
 Self-emp-not-inc, Some-college, Divorced, Transport-moving, White, Female, United-States, <=50K
 Local-gov, Bachelors, Never-married, Protective-serv, White, Male, United-States, <=50K
 Self-emp-inc, Some-college, Divorced, Exec-managerial, White, Male, United-States, >50K
 Private, Bachelors, Divorced, Farming-fishing, White, Male, United-States, <=50K
 Private, HS-grad, Widowed, Other-service, White, Female, United-States, <=50K
 Federal-gov, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Priv-house-serv, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Black, Male, ?, <=50K
 Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, White, Male, ?, <=50K
 Private, HS-grad, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Separated, Other-service, Black, Male, United-States, <=50K
 Self-emp-not-inc, Assoc-acdm, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Black, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 Private, 10th, Widowed, Machine-op-inspct, Black, Male, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Never-married, Craft-repair, White, Male, United-States, <=50K
 Self-emp-not-inc, Masters, Divorced, Sales, White, Male, United-States, <=50K
 Self-emp-not-inc, 11th, Never-married, Craft-repair, White, Male, United-States, >50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, White, Male, United-States, >50K
 Self-emp-inc, Bachelors, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-spouse-absent, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Transport-moving, White, Male, United-States, <=50K
 Local-gov, Masters, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Federal-gov, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Self-emp-inc, Doctorate, Divorced, Exec-managerial, White, Male, United-States, >50K
 Private, Assoc-voc, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Transport-moving, Black, Male, United-States, <=50K
 Local-gov, Masters, Divorced, Prof-specialty, White, Male, United-States, >50K
 Private, Bachelors, Never-married, Sales, White, Male, United-States, <=50K
 Private, 9th, Separated, Adm-clerical, White, Male, United-States, <=50K
 Local-gov, Masters, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, White, Female, United-States, <=50K
 ?, HS-grad, Widowed, ?, White, Female, United-States, <=50K
 State-gov, HS-grad, Divorced, Exec-managerial, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Married-spouse-absent, Craft-repair, Black, Male, Dominican-Republic, <=50K
 Self-emp-not-inc, Masters, Never-married, Exec-managerial, Black, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
 Local-gov, Some-college, Divorced, Exec-managerial, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Exec-managerial, White, Male, England, >50K
 Local-gov, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 State-gov, HS-grad, Divorced, Transport-moving, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, 7th-8th, Married-spouse-absent, Machine-op-inspct, White, Male, Guatemala, <=50K
 Private, Masters, Never-married, Prof-specialty, White, Male, United-States, >50K
 Private, Masters, Married-civ-spouse, Machine-op-inspct, White, Male, Mexico, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, 1st-4th, Married-spouse-absent, Farming-fishing, White, Male, Mexico, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
