 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Local-gov, HS-grad, Never-married, Other-service, Black, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 Federal-gov, Assoc-voc, Divorced, Prof-specialty, White, Male, United-States, >50K
 State-gov, HS-grad, Separated, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Sales, Asian-Pac-Islander, Female, United-States, <=50K
 Private, HS-grad, Divorced, Tech-support, White, Female, United-States, <=50K
 Private, 11th, Divorced, Craft-repair, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, Mexico, <=50K
 Private, Some-college, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, Some-college, Divorced, Protective-serv, White, Female, United-States, <=50K
 Local-gov, Masters, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Assoc-voc, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, 9th, Never-married, Priv-house-serv, White, Female, Columbia, <=50K
 Local-gov, Assoc-voc, Never-married, Protective-serv, White, Male, United-States, <=50K
 Private, HS-grad, Widowed, Craft-repair, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, White, Female, United-States, >50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Amer-Indian-Eskimo, Male, Puerto-Rico, <=50K
 Private, Assoc-voc, Divorced, Exec-managerial, White, Female, United-States, <=50K
 ?, Masters, Never-married, ?, Asian-Pac-Islander, Male, Taiwan, <=50K
 Private, Some-college, Widowed, Other-service, Black, Female, United-States, <=50K
 Local-gov, HS-grad, Widowed, Other-service, Amer-Indian-Eskimo, Female, United-States, <=50K
 Local-gov, Bachelors, Never-married, Tech-support, Asian-Pac-Islander, Female, Vietnam, <=50K
 Private, Some-college, Separated, Adm-clerical, Black, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Female, ?, <=50K
 Local-gov, 12th, Never-married, Handlers-cleaners, Black, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Local-gov, HS-grad, Divorced, Exec-managerial, Amer-Indian-Eskimo, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, Some-college, Never-married, Transport-moving, Black, Female, United-States, <=50K
 State-gov, HS-grad, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, 11th, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Prof-specialty, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Private, 10th, Divorced, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Transport-moving, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, 10th, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, Black, Female, United-States, <=50K
 Local-gov, Bachelors, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, Some-college, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Separated, Prof-specialty, White, Female, Germany, <=50K
 Self-emp-not-inc, Masters, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Local-gov, 10th, Never-married, Craft-repair, Black, Male, Haiti, <=50K
 Private, 11th, Divorced, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Machine-op-inspct, White, Female, Cuba, <=50K
 Private, Masters, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Other-service, Black, Female, United-States, <=50K
 Private, 7th-8th, Divorced, Other-service, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Bachelors, Widowed, Exec-managerial, White, Male, United-States, >50K
 Private, Some-college, Divorced, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Black, Female, United-States, <=50K
 Private, Assoc-acdm, Divorced, Adm-clerical, Black, Male, United-States, <=50K
 Private, Masters, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Tech-support, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Prof-specialty, Black, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 Private, Some-college, Separated, Sales, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, Assoc-acdm, Divorced, Sales, Black, Male, United-States, <=50K
 Private, Bachelors, Married-spouse-absent, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Private, 10th, Separated, Sales, Black, Female, United-States, <=50K
 Private, Masters, Never-married, Sales, White, Male, United-States, >50K
 Private, HS-grad, Divorced, Exec-managerial, White, Male, United-States, <=50K
 Private, Bachelors, Widowed, Tech-support, White, Female, United-States, <=50K
 Private, Assoc-acdm, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Transport-moving, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, 10th, Widowed, Farming-fishing, White, Female, United-States, <=50K
 Local-gov, Doctorate, Married-spouse-absent, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 ?, Some-college, Separated, ?, White, Female, United-States, <=50K
 ?, 7th-8th, Widowed, ?, White, Female, United-States, <=50K
 Self-emp-inc, Masters, Widowed, Exec-managerial, White, Female, United-States, <=50K
 Private, 11th, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Craft-repair, White, Male, United-States, >50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Federal-gov, HS-grad, Separated, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, Cuba, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Local-gov, Masters, Widowed, Prof-specialty, Black, Female, United-States, >50K
 Federal-gov, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, Bachelors, Divorced, Prof-specialty, White, Male, United-States, <=50K
 Federal-gov, Some-college, Divorced, Prof-specialty, White, Female, United-States, >50K
 Private, Some-college, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Assoc-voc, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, 10th, Divorced, Other-service, White, Female, United-States, <=50K
 State-gov, Some-college, Divorced, Other-service, Black, Female, United-States, <=50K
 Self-emp-inc, Assoc-acdm, Divorced, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Sales, Black, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, Black, Female, United-States, <=50K
 Private, 11th, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Local-gov, Bachelors, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Local-gov, HS-grad, Married-spouse-absent, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Sales, Black, Male, ?, <=50K
 Private, 10th, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Exec-managerial, Black, Female, United-States, <=50K
 Private, Bachelors, Divorced, Prof-specialty, White, Female, Cuba, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 Private, Some-college, Divorced, Exec-managerial, Black, Female, United-States, <=50K
 Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, White, Female, United-States, >50K
 Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Sales, White, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Separated, Other-service, Black, Female, United-States, <=50K
 Private, 5th-6th, Never-married, Farming-fishing, White, Male, Guatemala, <=50K
 Private, Assoc-voc, Never-married, Craft-repair, White, Male, United-States, <=50K
 Federal-gov, HS-grad, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 Private, 7th-8th, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Self-emp-inc, Masters, Divorced, Exec-managerial, Asian-Pac-Islander, Male, India, >50K
 Private, 5th-6th, Widowed, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, Black, Female, United-States, <=50K
 Private, 11th, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Transport-moving, White, Female, Puerto-Rico, <=50K
 Private, Assoc-voc, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, 11th, Divorced, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Protective-serv, Amer-Indian-Eskimo, Female, United-States, <=50K
 Local-gov, Doctorate, Widowed, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Married-spouse-absent, Adm-clerical, Black, Female, United-States, <=50K
 Local-gov, Bachelors, Divorced, Prof-specialty, Black, Female, United-States, <=50K
 Private, 10th, Widowed, Craft-repair, Black, Female, United-States, <=50K
 Private, HS-grad, Separated, Adm-clerical, Black, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, Other, Female, United-States, <=50K
 Private, Some-college, Divorced, Protective-serv, Black, Female, United-States, <=50K
 Private, Some-college, Separated, Sales, White, Female, United-States, <=50K
 Self-emp-inc, Bachelors, Widowed, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
 Local-gov, Masters, Separated, Prof-specialty, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 ?, 11th, Separated, ?, White, Male, United-States, <=50K
 Private, 9th, Separated, Other-service, Black, Female, ?, <=50K
 Private, Bachelors, Never-married, Prof-specialty, Other, Male, United-States, <=50K
 Local-gov, Some-college, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, 12th, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Federal-gov, Some-college, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Married-spouse-absent, Craft-repair, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, 9th, Widowed, Sales, White, Female, United-States, <=50K
 Local-gov, HS-grad, Divorced, Adm-clerical, White, Male, United-States, <=50K
 Local-gov, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 ?, Some-college, Married-spouse-absent, ?, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, 9th, Widowed, Machine-op-inspct, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Transport-moving, Black, Female, United-States, <=50K
 Self-emp-inc, Some-college, Separated, Exec-managerial, White, Female, United-States, <=50K
 ?, Bachelors, Never-married, ?, Asian-Pac-Islander, Male, Philippines, <=50K
 Private, 11th, Never-married, Machine-op-inspct, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Black, Female, ?, <=50K
