 Private, Bachelors, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, 11th, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Exec-managerial, Black, Male, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, Other, Male, United-States, <=50K
 Private, Some-college, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Exec-managerial, Other, Female, United-States, <=50K
 Private, Bachelors, Never-married, Other-service, White, Female, United-States, <=50K
 Private, 12th, Never-married, Other-service, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, 11th, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, 11th, Never-married, Other-service, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Male, Nicaragua, <=50K
 Private, HS-grad, Never-married, Transport-moving, White, Male, United-States, <=50K
 Private, Assoc-voc, Separated, Adm-clerical, Black, Female, United-States, <=50K
 Private, Assoc-voc, Never-married, Adm-clerical, White, Female, United-States, >50K
 Local-gov, Some-college, Never-married, Protective-serv, White, Male, United-States, <=50K
 Private, 12th, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, 11th, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Local-gov, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, 9th, Never-married, Transport-moving, White, Male, United-States, <=50K
 Private, 7th-8th, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
 Self-emp-not-inc, Assoc-voc, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, Mexico, <=50K
 Private, Bachelors, Separated, Tech-support, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Self-emp-inc, 10th, Never-married, Sales, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Male, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Local-gov, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Federal-gov, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Local-gov, Some-college, Never-married, Protective-serv, White, Male, United-States, <=50K
 Private, 11th, Divorced, Craft-repair, White, Female, United-States, >50K
 Private, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Local-gov, Some-college, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Female, United-States, <=50K
 Private, 10th, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Assoc-acdm, Divorced, Tech-support, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Private, Assoc-voc, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Masters, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Self-emp-not-inc, 7th-8th, Never-married, Craft-repair, White, Male, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Male, United-States, <=50K
 Local-gov, Bachelors, Never-married, Tech-support, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Male, United-States, <=50K
 Private, 12th, Never-married, Sales, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Local-gov, Bachelors, Never-married, Prof-specialty, Black, Female, United-States, <=50K
 Local-gov, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Female, United-States, <=50K
 Private, 12th, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 ?, HS-grad, Separated, ?, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, 11th, Married-spouse-absent, Sales, Asian-Pac-Islander, Male, India, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Self-emp-not-inc, Some-college, Never-married, Craft-repair, White, Male, United-States, <=50K
 Local-gov, HS-grad, Never-married, Handlers-cleaners, Amer-Indian-Eskimo, Male, United-States, <=50K
 Private, HS-grad, Divorced, Protective-serv, White, Female, United-States, <=50K
 Local-gov, HS-grad, Divorced, Farming-fishing, Asian-Pac-Islander, Male, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, Assoc-voc, Never-married, Other-service, White, Male, United-States, <=50K
 State-gov, Assoc-acdm, Never-married, Tech-support, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Prof-specialty, White, Female, United-States, <=50K
 State-gov, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, 12th, Never-married, Other-service, White, Male, El-Salvador, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Female, United-States, <=50K
 Private, 12th, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Sales, Asian-Pac-Islander, Male, Vietnam, <=50K
 Private, Some-college, Never-married, Other-service, White, Male, Canada, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Sales, Other, Male, Puerto-Rico, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Private, 10th, Never-married, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Local-gov, Assoc-voc, Divorced, Protective-serv, White, Female, Cuba, <=50K
 Private, Some-college, Never-married, Exec-managerial, White, Male, United-States, <=50K
 ?, 10th, Never-married, ?, White, Female, United-States, <=50K
 Private, 11th, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, White, Male, United-States, <=50K
 Local-gov, HS-grad, Never-married, Transport-moving, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Doctorate, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, 11th, Never-married, Other-service, White, Male, United-States, <=50K
 Private, 7th-8th, Never-married, Machine-op-inspct, Black, Female, Dominican-Republic, <=50K
 Private, 12th, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, Asian-Pac-Islander, Male, Taiwan, <=50K
 Private, 10th, Never-married, Other-service, White, Female, United-States, <=50K
 State-gov, Some-college, Never-married, Other-service, Black, Female, United-States, <=50K
 Private, Some-college, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, 11th, Never-married, Other-service, White, Male, United-States, <=50K
 Self-emp-not-inc, Some-college, Never-married, Farming-fishing, White, Male, United-States, <=50K
 ?, 9th, Divorced, ?, Amer-Indian-Eskimo, Male, United-States, <=50K
 Private, Some-college, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Self-emp-inc, Some-college, Separated, Sales, White, Female, United-States, <=50K
 Private, 10th, Never-married, Other-service, White, Female, United-States, <=50K
 Private, 11th, Never-married, Other-service, White, Female, United-States, <=50K
 Private, 11th, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 ?, 11th, Never-married, ?, White, Male, Peru, <=50K
 Private, Bachelors, Never-married, Farming-fishing, White, Male, United-States, <=50K
 State-gov, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Protective-serv, White, Female, United-States, <=50K
 Private, 9th, Never-married, Other-service, White, Male, United-States, <=50K
 Local-gov, Some-college, Separated, Protective-serv, Other, Male, United-States, <=50K
 Private, 11th, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Male, United-States, <=50K
 ?, 10th, Never-married, ?, White, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Never-married, Sales, Asian-Pac-Islander, Male, Iran, <=50K
 Local-gov, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Transport-moving, White, Female, United-States, <=50K
 Private, Assoc-acdm, Married-spouse-absent, Sales, Black, Female, United-States, <=50K
 Private, Some-college, Never-married, Tech-support, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Female, United-States, <=50K
 Private, 10th, Never-married, Other-service, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Other-service, White, Male, United-States, <=50K
 Local-gov, Assoc-acdm, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Male, United-States, <=50K
